"";"year";"length";"budget";"rating";"Genre";"Genre_bin"
"5042";2002;98;250000;7,3;"Drama";1
"5043";1985;97;NA;7,2;"Comedy";1
"5044";1985;97;NA;7,2;"Romance";1
"5045";1997;87;100000;5,8;"Drama";1
"5046";1999;102;NA;6,3;"Comedy";1
"5047";1999;102;NA;6,3;"Romance";1
"5048";1997;85;NA;5,2;"Action";1
"5049";1997;85;NA;5,2;"Comedy";1
"5050";2000;80;NA;6,3;"Comedy";1
"5051";2000;80;NA;6,3;"Romance";1
"5052";2002;92;300000;6,8;"Comedy";1
"5053";2000;97;NA;5,6;"Action";1
"5054";2000;9;NA;5,2;"Drama";1
"5055";2004;90;50000;3,4;"Drama";1
"5056";1971;81;NA;6,2;"Romance";1
"5057";1992;103;NA;6,8;"Drama";1
"5058";1997;87;NA;5,4;"Comedy";1
"5059";2003;98;NA;7,3;"Drama";1
"5060";2003;98;NA;7,3;"Documentary";1
"5061";1932;7;NA;7,6;"Animation";1
"5062";1935;7;NA;7,3;"Animation";1
"5063";1935;7;NA;7,3;"Comedy";1
"5064";1936;6;NA;5,6;"Animation";1
"5065";1936;6;NA;5,6;"Comedy";1
"5066";1936;7;NA;7,3;"Animation";1
"5067";1936;7;NA;7,3;"Comedy";1
"5068";1932;7;NA;6,2;"Animation";1
"5069";1935;7;NA;4,9;"Animation";1
"5070";1935;7;NA;4,9;"Comedy";1
"5071";1932;8;NA;6,7;"Animation";1
"5072";1932;8;NA;6,7;"Comedy";1
"5073";1933;7;NA;6,5;"Animation";1
"5074";1933;7;NA;5,7;"Animation";1
"5075";1932;7;NA;5,3;"Animation";1
"5076";1933;7;NA;6,2;"Animation";1
"5077";1933;7;NA;6,2;"Comedy";1
"5078";1933;7;NA;6,6;"Animation";1
"5079";1933;6;NA;6,9;"Animation";1
"5080";1933;6;NA;6,9;"Comedy";1
"5081";1934;7;NA;5,2;"Animation";1
"5082";1934;7;NA;5,1;"Animation";1
"5083";1933;7;NA;6,4;"Animation";1
"5084";1932;7;NA;6;"Animation";1
"5085";1933;7;NA;7,2;"Animation";1
"5086";1934;9;NA;5,7;"Animation";1
"5087";1934;9;NA;5,7;"Comedy";1
"5088";1934;7;NA;6,1;"Animation";1
"5089";1932;7;NA;6,4;"Animation";1
"5090";1932;7;NA;7,2;"Animation";1
"5091";1934;7;NA;6,4;"Animation";1
"5092";1934;7;NA;6,4;"Comedy";1
"5093";1973;91;NA;5,1;"Drama";1
"5094";1956;94;NA;6,4;"Drama";1
"5095";1950;89;NA;5,9;"Drama";1
"5096";1914;15;NA;5,7;"Comedy";1
"5097";2002;95;NA;6,1;"Drama";1
"5098";1937;88;NA;6,3;"Drama";1
"5099";1945;83;NA;5,3;"Drama";1
"5100";2000;92;NA;3,7;"Drama";1
"5101";1944;112;NA;7,1;"Drama";1
"5102";1974;100;NA;5,1;"Drama";1
"5103";1926;12;NA;4,8;"Comedy";1
"5104";1995;95;NA;7,5;"Drama";1
"5105";1997;90;NA;3;"Drama";1
"5106";1977;101;NA;6,5;"Drama";1
"5107";1994;71;NA;7,3;"Documentary";1
"5108";2003;93;NA;4,7;"Comedy";1
"5109";1993;92;NA;4,3;"Comedy";1
"5110";1989;85;NA;2,7;"Comedy";1
"5111";1989;90;NA;3,7;"Comedy";1
"5112";1984;105;15000000;7,1;"Action";1
"5113";1984;105;15000000;7,1;"Comedy";1
"5114";1987;100;20000000;5,8;"Action";1
"5115";1987;100;20000000;5,8;"Comedy";1
"5116";1994;104;50000000;4,7;"Action";1
"5117";1994;104;50000000;4,7;"Comedy";1
"5118";1997;88;NA;4,7;"Action";1
"5119";1997;88;NA;4,7;"Comedy";1
"5120";1988;88;NA;3,6;"Comedy";1
"5121";1939;65;NA;5,6;"Comedy";1
"5122";1935;6;NA;7,9;"Animation";1
"5123";1935;6;NA;7,9;"Comedy";1
"5124";1950;64;NA;5,5;"Comedy";1
"5125";1937;53;NA;3,1;"Drama";1
"5126";1946;105;NA;5,5;"Drama";1
"5127";1946;105;NA;5,5;"Romance";1
"5128";1972;91;NA;3,8;"Comedy";1
"5129";1952;77;NA;6,3;"Drama";1
"5130";1994;93;NA;6,7;"Comedy";1
"5131";1954;7;NA;7,5;"Animation";1
"5132";1954;7;NA;7,5;"Comedy";1
"5133";1992;90;NA;4,8;"Documentary";1
"5134";1997;88;NA;7,7;"Documentary";1
"5135";2003;127;35000000;5,4;"Drama";1
"5136";2003;127;35000000;5,4;"Romance";1
"5137";2003;56;NA;6,1;"Documentary";1
"5138";1996;87;NA;4,6;"Action";1
"5139";1998;94;60000;7,6;"Comedy";1
"5140";1993;84;NA;5,5;"Action";1
"5141";1948;82;NA;6,3;"Drama";1
"5142";1988;48;NA;7;"Comedy";1
"5143";1992;113;NA;4,2;"Action";1
"5144";1992;113;NA;4,2;"Drama";1
"5145";1956;90;NA;5,2;"Action";1
"5146";1998;105;NA;5;"Drama";1
"5147";1995;100;23000000;6,4;"Drama";1
"5148";2003;96;3000000;6,1;"Comedy";1
"5149";1977;88;NA;4,3;"Drama";1
"5150";1987;93;NA;3,8;"Comedy";1
"5151";1940;84;NA;6,1;"Romance";1
"5152";2001;92;NA;6,3;"Documentary";1
"5153";1931;70;NA;4,9;"Drama";1
"5154";1956;80;NA;6,8;"Drama";1
"5155";1978;93;NA;4;"Documentary";1
"5156";1942;76;NA;6,2;"Comedy";1
"5157";1942;76;NA;6,2;"Drama";1
"5158";1992;85;NA;4,3;"Action";1
"5159";2001;91;NA;4,5;"Drama";1
"5160";1949;89;NA;6,3;"Drama";1
"5161";2005;96;NA;8,9;"Documentary";1
"5162";1992;108;NA;5,5;"Drama";1
"5163";1942;22;NA;4,3;"Drama";1
"5164";1999;108;500000;7,3;"Documentary";1
"5165";1987;97;NA;8,9;"Drama";1
"5166";2000;89;NA;3,8;"Drama";1
"5167";1999;96;350000;6,2;"Drama";1
"5168";1979;114;NA;4,4;"Action";1
"5169";1979;114;NA;4,4;"Drama";1
"5170";1922;81;NA;5,1;"Drama";1
"5171";2004;118;24000000;6,7;"Drama";1
"5172";1970;111;900000;5,4;"Comedy";1
"5173";1970;111;900000;5,4;"Drama";1
"5174";1985;109;NA;7,5;"Drama";1
"5175";1983;95;NA;5,8;"Drama";1
"5176";1978;135;NA;7,1;"Drama";1
"5177";1992;100;NA;6,5;"Drama";1
"5178";1993;100;NA;6,6;"Comedy";1
"5179";1993;100;NA;6,6;"Drama";1
"5180";1991;147;NA;9,2;"Drama";1
"5181";2002;111;NA;6,5;"Drama";1
"5182";1999;100;NA;8;"Drama";1
"5183";1956;110;NA;6;"Drama";1
"5184";1956;110;NA;6;"Romance";1
"5185";1977;142;NA;7,8;"Drama";1
"5186";1986;90;NA;5,4;"Comedy";1
"5187";1998;96;NA;5,5;"Action";1
"5188";1996;96;NA;7,5;"Drama";1
"5189";1991;103;NA;6,9;"Drama";1
"5190";1983;96;NA;6,8;"Comedy";1
"5191";1975;99;NA;4,4;"Comedy";1
"5192";1981;110;NA;7,1;"Comedy";1
"5193";1972;94;NA;3,4;"Drama";1
"5194";1998;90;NA;5,8;"Drama";1
"5195";2002;102;NA;5,7;"Comedy";1
"5196";1951;89;NA;6,4;"Comedy";1
"5197";1974;84;35000;3,6;"Romance";1
"5198";1966;174;18000000;5,2;"Drama";1
"5199";2000;95;NA;4,9;"Comedy";1
"5200";1994;84;NA;5;"Comedy";1
"5201";1994;84;NA;5;"Drama";1
"5202";1968;84;NA;6,1;"Drama";1
"5203";1999;132;100000000;6,2;"Drama";1
"5204";1999;132;100000000;6,2;"Romance";1
"5205";1980;82;NA;5,1;"Action";1
"5206";1980;82;NA;5,1;"Drama";1
"5207";1968;105;NA;6,9;"Drama";1
"5208";2000;160;NA;5,4;"Action";1
"5209";2000;160;NA;5,4;"Drama";1
"5210";1984;103;NA;7,6;"Drama";1
"5211";1978;90;NA;4,2;"Comedy";1
"5212";1981;90;NA;2,2;"Comedy";1
"5213";1971;95;NA;3,8;"Comedy";1
"5214";1974;90;NA;4,5;"Comedy";1
"5215";1955;91;NA;7,5;"Drama";1
"5216";1995;95;NA;5,7;"Comedy";1
"5217";2001;130;NA;6,1;"Drama";1
"5218";1953;78;NA;8,8;"Comedy";1
"5219";1995;102;NA;5,6;"Comedy";1
"5220";1995;102;NA;5,6;"Drama";1
"5221";2003;90;NA;5,9;"Comedy";1
"5222";1951;95;NA;4,5;"Comedy";1
"5223";1988;104;18000000;7,2;"Comedy";1
"5224";1990;92;NA;5,1;"Action";1
"5225";1990;92;NA;5,1;"Drama";1
"5226";2001;111;NA;5,6;"Drama";1
"5227";1974;83;NA;5,3;"Action";1
"5228";1974;83;NA;5,3;"Comedy";1
"5229";1987;83;NA;3,9;"Action";1
"5230";1987;83;NA;3,9;"Comedy";1
"5231";1952;9;NA;5,7;"Animation";1
"5232";1952;9;NA;5,7;"Comedy";1
"5233";1934;9;NA;7,1;"Animation";1
"5234";1934;9;NA;7,1;"Comedy";1
"5235";1936;7;NA;3,8;"Animation";1
"5236";1989;81;NA;5,8;"Documentary";1
"5237";1958;81;NA;4,8;"Comedy";1
"5238";1967;31;NA;7,7;"Documentary";1
"5239";1972;96;NA;4,7;"Action";1
"5240";1972;96;NA;4,7;"Drama";1
"5241";1955;70;NA;5,5;"Drama";1
"5242";1944;70;NA;6;"Drama";1
"5243";1957;84;NA;4,5;"Drama";1
"5244";1969;102;NA;4,4;"Drama";1
"5245";2004;88;50000000;4,7;"Comedy";1
"5246";1930;68;NA;6,5;"Comedy";1
"5247";1999;104;7000000;5,4;"Drama";1
"5248";1980;95;NA;5,2;"Action";1
"5249";1980;95;NA;5,2;"Comedy";1
"5250";1936;100;NA;6,7;"Comedy";1
"5251";1938;94;NA;6,3;"Comedy";1
"5252";1938;94;NA;6,3;"Romance";1
"5253";1932;80;NA;6,7;"Comedy";1
"5254";1936;77;NA;5,7;"Comedy";1
"5255";1996;90;15000000;4,2;"Comedy";1
"5256";1996;90;15000000;4,2;"Drama";1
"5257";1976;88;NA;5,1;"Action";1
"5258";1976;88;NA;5,1;"Comedy";1
"5259";1929;19;NA;8,5;"Comedy";1
"5260";1988;97;NA;5,7;"Comedy";1
"5261";1931;75;NA;5,1;"Comedy";1
"5262";1931;75;NA;5,1;"Romance";1
"5263";1933;82;NA;4,8;"Drama";1
"5264";1957;84;NA;5,6;"Drama";1
"5265";1949;75;NA;5,4;"Drama";1
"5266";1933;62;NA;4,6;"Drama";1
"5267";1954;60;NA;4,4;"Drama";1
"5268";1938;7;NA;6;"Animation";1
"5269";1938;7;NA;6;"Comedy";1
"5270";1983;105;NA;7,1;"Comedy";1
"5271";1983;105;NA;7,1;"Drama";1
"5272";1959;109;NA;6,2;"Drama";1
"5273";1937;80;NA;6,3;"Drama";1
"5274";1948;103;NA;5,4;"Drama";1
"5275";1932;63;NA;6,5;"Drama";1
"5276";2004;129;NA;8,4;"Documentary";1
"5277";1948;95;NA;7,6;"Drama";1
"5278";1955;89;NA;7,5;"Drama";1
"5279";1958;165;NA;7,5;"Drama";1
"5280";1958;165;NA;7,5;"Romance";1
"5281";1969;98;NA;4;"Drama";1
"5282";1999;93;34200000;5,9;"Comedy";1
"5283";1989;84;NA;4,3;"Comedy";1
"5284";1930;17;NA;4,9;"Comedy";1
"5285";1971;95;125000;4,6;"Action";1
"5286";1971;95;125000;4,6;"Drama";1
"5287";2003;75;NA;8,2;"Drama";1
"5288";2003;75;NA;8,2;"Documentary";1
"5289";1987;108;NA;6,6;"Action";1
"5290";1987;108;NA;6,6;"Drama";1
"5291";1987;108;NA;6,6;"Romance";1
"5292";2000;117;NA;7,4;"Drama";1
"5293";2000;117;NA;7,4;"Romance";1
"5294";2003;94;NA;5,9;"Comedy";1
"5295";2003;94;NA;5,9;"Drama";1
"5296";2002;88;15000000;5,5;"Comedy";1
"5297";1937;73;NA;6,5;"Drama";1
"5298";2003;125;70000000;8,1;"Comedy";1
"5299";2003;125;70000000;8,1;"Drama";1
"5300";1959;180;4000000;5,8;"Drama";1
"5301";1978;108;NA;6,3;"Comedy";1
"5302";1932;20;NA;4,1;"Comedy";1
"5303";1993;45;NA;7,4;"Comedy";1
"5304";1961;100;NA;5;"Action";1
"5305";1961;100;NA;5;"Comedy";1
"5306";1961;100;NA;5;"Drama";1
"5307";1968;6;NA;5,9;"Animation";1
"5308";1968;6;NA;5,9;"Comedy";1
"5309";1936;74;NA;4,7;"Drama";1
"5310";1992;96;NA;5,5;"Comedy";1
"5311";1995;100;NA;4,6;"Comedy";1
"5312";1966;95;NA;7;"Comedy";1
"5313";1966;95;NA;7;"Drama";1
"5314";1950;82;NA;5,4;"Comedy";1
"5315";1953;89;NA;7,8;"Drama";1
"5316";1944;8;NA;7,3;"Animation";1
"5317";1944;8;NA;7,3;"Comedy";1
"5318";1999;89;NA;3,7;"Comedy";1
"5319";1998;91;13000000;5,7;"Action";1
"5320";1998;91;13000000;5,7;"Comedy";1
"5321";1950;7;NA;6,8;"Animation";1
"5322";1950;7;NA;6,8;"Comedy";1
"5323";1930;87;NA;7,5;"Drama";1
"5324";2000;24;NA;5,1;"Drama";1
"5325";1955;83;NA;6,1;"Drama";1
"5326";1934;19;NA;6,9;"Comedy";1
"5327";1971;110;NA;6,6;"Action";1
"5328";1952;90;826000;4,3;"Action";1
"5329";1952;90;826000;4,3;"Drama";1
"5330";1952;90;826000;4,3;"Romance";1
"5331";1965;85;NA;6;"Comedy";1
"5332";1999;90;NA;6,6;"Comedy";1
"5333";1999;90;NA;6,6;"Drama";1
"5334";1955;111;NA;7;"Drama";1
"5335";1953;71;NA;5,7;"Drama";1
"5336";1998;117;15000000;8;"Comedy";1
"5337";1950;120;NA;6,1;"Drama";1
"5338";1989;105;NA;5;"Comedy";1
"5339";1990;93;NA;5,3;"Drama";1
"5340";1982;82;NA;5,7;"Comedy";1
"5341";2000;98;30000000;4,7;"Comedy";1
"5342";2000;92;NA;4;"Comedy";1
"5343";1967;107;NA;5,4;"Action";1
"5344";1967;107;NA;5,4;"Comedy";1
"5345";1998;90;NA;4,4;"Comedy";1
"5346";1998;90;NA;4,4;"Drama";1
"5347";1998;90;NA;4,4;"Romance";1
"5348";1929;75;NA;5,2;"Comedy";1
"5349";1996;107;NA;7,3;"Drama";1
"5350";1951;75;NA;5,9;"Drama";1
"5351";1960;74;NA;5,7;"Drama";1
"5352";1944;74;NA;5,2;"Comedy";1
"5353";1997;91;NA;7,5;"Comedy";1
"5354";1997;91;NA;7,5;"Documentary";1
"5355";1964;90;NA;6,5;"Comedy";1
"5356";1964;90;NA;6,5;"Documentary";1
"5357";1925;126;245000;8,7;"Drama";1
"5358";1925;126;245000;8,7;"Romance";1
"5359";1997;14;NA;6,2;"Comedy";1
"5360";1989;100;5000000;6,4;"Comedy";1
"5361";1989;100;5000000;6,4;"Drama";1
"5362";1989;100;5000000;6,4;"Romance";1
"5363";1994;72;NA;7;"Documentary";1
"5364";1930;72;NA;4,9;"Comedy";1
"5365";1930;72;NA;4,9;"Romance";1
"5366";1940;11;NA;5,9;"Comedy";1
"5367";2004;60;NA;9,4;"Documentary";1
"5368";1979;93;NA;6,5;"Action";1
"5369";1979;93;NA;6,5;"Drama";1
"5370";1962;89;NA;5,9;"Drama";1
"5371";1980;158;NA;7,1;"Action";1
"5372";1980;158;NA;7,1;"Drama";1
"5373";1934;64;NA;6,1;"Drama";1
"5374";1967;6;NA;6,9;"Drama";1
"5375";1937;60;NA;5,9;"Comedy";1
"5376";1942;82;NA;6,4;"Drama";1
"5377";1987;94;NA;4,9;"Comedy";1
"5378";1987;94;NA;4,9;"Drama";1
"5379";1961;113;NA;5,8;"Drama";1
"5380";1968;77;11000;4,4;"Drama";1
"5381";1985;10;NA;8,4;"Animation";1
"5382";1985;10;NA;8,4;"Comedy";1
"5383";1946;7;NA;7,5;"Animation";1
"5384";1946;7;NA;7,5;"Comedy";1
"5385";1999;90;NA;5,8;"Comedy";1
"5386";1999;90;NA;5,8;"Romance";1
"5387";1996;98;NA;4,8;"Drama";1
"5388";1949;71;NA;7,2;"Drama";1
"5389";1990;99;NA;6,4;"Comedy";1
"5390";1941;83;NA;6,4;"Comedy";1
"5391";1994;2;NA;7,3;"Animation";1
"5392";1994;2;NA;7,3;"Comedy";1
"5393";1942;88;NA;5,8;"Drama";1
"5394";1942;88;NA;5,8;"Romance";1
"5395";1965;9;NA;5,8;"Documentary";1
"5396";1998;122;NA;5,9;"Drama";1
"5397";1966;93;NA;7,7;"Documentary";1
"5398";1999;86;4000000;6,1;"Comedy";1
"5399";2004;9;NA;9;"Comedy";1
"5400";2001;92;NA;6,8;"Comedy";1
"5401";2001;92;NA;6,8;"Documentary";1
"5402";1951;7;NA;6,6;"Animation";1
"5403";1951;7;NA;6,6;"Comedy";1
"5404";1988;86;NA;4,5;"Comedy";1
"5405";1947;69;NA;5,3;"Drama";1
"5406";1948;60;NA;5,8;"Drama";1
"5407";1987;109;NA;5,5;"Drama";1
"5408";1987;109;NA;5,5;"Romance";1
"5409";1930;120;NA;6,7;"Romance";1
"5410";1952;89;NA;5,7;"Action";1
"5411";1952;89;NA;5,7;"Drama";1
"5412";1986;93;NA;4,8;"Comedy";1
"5413";2002;85;40000000;6,4;"Comedy";1
"5414";1986;99;25000000;6,7;"Action";1
"5415";1986;99;25000000;6,7;"Comedy";1
"5416";1948;7;NA;6,9;"Animation";1
"5417";1948;7;NA;6,9;"Comedy";1
"5418";1978;120;11000000;6,6;"Comedy";1
"5419";1978;120;11000000;6,6;"Drama";1
"5420";1949;92;NA;5,5;"Action";1
"5421";1949;92;NA;5,5;"Drama";1
"5422";1953;80;NA;6,5;"Drama";1
"5423";1956;110;NA;6,3;"Comedy";1
"5424";1967;1;NA;5,2;"Documentary";1
"5425";1971;90;NA;6;"Documentary";1
"5426";1974;106;NA;3,9;"Documentary";1
"5427";1956;91;NA;7,1;"Drama";1
"5428";2005;106;750000;7,3;"Comedy";1
"5429";2005;106;750000;7,3;"Drama";1
"5430";2005;106;750000;7,3;"Romance";1
"5431";1968;108;NA;4,9;"Comedy";1
"5432";2002;108;NA;6,9;"Documentary";1
"5433";1972;104;NA;7,3;"Documentary";1
"5434";1958;95;NA;5,5;"Drama";1
"5435";1967;110;NA;5,4;"Drama";1
"5436";2001;6;NA;6,5;"Animation";1
"5437";2002;79;NA;3;"Comedy";1
"5438";2003;110;NA;4;"Action";1
"5439";2003;110;NA;4;"Drama";1
"5440";1998;73;NA;7;"Documentary";1
"5441";1964;99;600000;4,9;"Comedy";1
"5442";1964;99;600000;4,9;"Romance";1
"5443";1995;85;NA;2,4;"Comedy";1
"5444";1993;89;NA;2,7;"Comedy";1
"5445";1992;87;NA;3,5;"Comedy";1
"5446";1995;86;NA;3,7;"Comedy";1
"5447";1997;95;NA;2,9;"Comedy";1
"5448";1993;88;NA;3;"Comedy";1
"5449";1991;87;NA;3,7;"Comedy";1
"5450";1992;85;NA;3,1;"Comedy";1
"5451";1997;87;NA;3,3;"Comedy";1
"5452";1994;97;NA;4,4;"Comedy";1
"5453";1975;98;NA;5,6;"Drama";1
"5454";1989;75;NA;6,4;"Documentary";1
"5455";1979;108;NA;7;"Drama";1
"5456";1954;86;NA;8,5;"Drama";1
"5457";1991;88;NA;6,1;"Drama";1
"5458";1977;89;NA;5,2;"Drama";1
"5459";1977;89;NA;5,2;"Romance";1
"5460";1991;93;20000000;5,6;"Comedy";1
"5461";1989;90;10000000;6,6;"Comedy";1
"5462";1983;105;NA;7,8;"Comedy";1
"5463";1932;70;300000;6,5;"Drama";1
"5464";1940;74;NA;5,4;"Drama";1
"5465";1962;7;NA;6,3;"Animation";1
"5466";1962;7;NA;6,3;"Comedy";1
"5467";2003;87;NA;5,8;"Action";1
"5468";2003;87;NA;5,8;"Documentary";1
"5469";1935;7;NA;5,2;"Animation";1
"5470";1935;7;NA;5,2;"Comedy";1
"5471";1932;21;NA;6,1;"Comedy";1
"5472";1965;87;NA;5,1;"Comedy";1
"5473";1965;87;NA;5,1;"Romance";1
"5474";1967;111;NA;5,7;"Drama";1
"5475";1976;60;NA;5,9;"Drama";1
"5476";1977;96;NA;4,1;"Comedy";1
"5477";1942;9;NA;7;"Animation";1
"5478";1940;8;NA;7,4;"Animation";1
"5479";1940;8;NA;7,4;"Comedy";1
"5480";1991;106;NA;5,7;"Drama";1
"5481";1919;13;NA;6,5;"Comedy";1
"5482";1954;6;NA;8;"Animation";1
"5483";1954;6;NA;8;"Comedy";1
"5484";2000;110;5000000;7,7;"Drama";1
"5485";1998;100;NA;2;"Comedy";1
"5486";1986;99;NA;6,4;"Drama";1
"5487";1971;114;800000;5,5;"Action";1
"5488";1971;114;800000;5,5;"Drama";1
"5489";1977;155;NA;4,1;"Drama";1
"5490";1963;98;NA;7,5;"Comedy";1
"5491";1963;98;NA;7,5;"Drama";1
"5492";1995;89;NA;6,1;"Comedy";1
"5493";1992;3;NA;8;"Animation";1
"5494";1962;123;NA;5,8;"Comedy";1
"5495";1962;123;NA;5,8;"Romance";1
"5496";1979;88;NA;4,9;"Drama";1
"5497";1941;94;NA;6;"Drama";1
"5498";1985;121;NA;4;"Comedy";1
"5499";1998;6;NA;8;"Animation";1
"5500";1998;6;NA;8;"Comedy";1
"5501";1998;92;NA;6,5;"Comedy";1
"5502";1998;92;NA;6,5;"Romance";1
"5503";1988;106;NA;6,5;"Comedy";1
"5504";1988;106;NA;6,5;"Drama";1
"5505";1997;90;NA;2,5;"Comedy";1
"5506";1931;7;NA;6;"Animation";1
"5507";1931;6;NA;7,4;"Animation";1
"5508";1931;6;NA;7,4;"Comedy";1
"5509";1998;90;NA;3,9;"Comedy";1
"5510";2000;105;NA;5,5;"Drama";1
"5511";2000;105;NA;5,5;"Romance";1
"5512";2002;87;NA;7,2;"Action";1
"5513";2002;87;NA;7,2;"Drama";1
"5514";2004;95;NA;8;"Drama";1
"5515";2004;95;NA;8;"Romance";1
"5516";1989;169;NA;6;"Comedy";1
"5517";1989;169;NA;6;"Drama";1
"5518";1974;113;NA;5,9;"Drama";1
"5519";1991;89;10000000;4,1;"Comedy";1
"5520";2004;30;4000;6,6;"Documentary";1
"5521";1936;8;NA;5,4;"Animation";1
"5522";1936;8;NA;5,4;"Comedy";1
"5523";1976;110;NA;6,4;"Comedy";1
"5524";1979;88;NA;4,2;"Comedy";1
"5525";1967;100;NA;9,4;"Drama";1
"5526";1998;94;NA;6,6;"Comedy";1
"5527";1996;91;NA;3,7;"Comedy";1
"5528";1996;81;NA;7,4;"Action";1
"5529";1935;82;NA;6,4;"Comedy";1
"5530";1995;58;NA;4,8;"Animation";1
"5531";2003;99;NA;5,5;"Drama";1
"5532";2003;99;NA;5,5;"Romance";1
"5533";1977;104;NA;6,2;"Drama";1
"5534";1988;161;9000000;7,1;"Drama";1
"5535";1942;8;NA;5,8;"Animation";1
"5536";1942;8;NA;5,8;"Comedy";1
"5537";1932;7;NA;6,8;"Animation";1
"5538";1932;7;NA;6,8;"Comedy";1
"5539";1958;6;NA;6,3;"Animation";1
"5540";1958;6;NA;6,3;"Comedy";1
"5541";1952;7;NA;7,2;"Animation";1
"5542";1952;7;NA;7,2;"Comedy";1
"5543";1946;16;NA;6,3;"Comedy";1
"5544";1932;82;NA;5,8;"Drama";1
"5545";1932;82;NA;5,8;"Romance";1
"5546";1951;100;NA;5,2;"Drama";1
"5547";1990;110;NA;5,3;"Action";1
"5548";1990;110;NA;5,3;"Comedy";1
"5549";1990;110;NA;5,3;"Romance";1
"5550";1900;1;NA;3,4;"Documentary";1
"5551";1996;117;NA;6,5;"Comedy";1
"5552";1996;117;NA;6,5;"Drama";1
"5553";1962;147;NA;7,6;"Drama";1
"5554";1957;7;NA;8,2;"Animation";1
"5555";1957;7;NA;8,2;"Comedy";1
"5556";1966;88;NA;4,4;"Comedy";1
"5557";1974;90;NA;6;"Documentary";1
"5558";1956;94;NA;4,7;"Comedy";1
"5559";1933;7;NA;7,2;"Animation";1
"5560";1933;7;NA;7,2;"Comedy";1
"5561";1961;6;NA;6,4;"Animation";1
"5562";1961;6;NA;6,4;"Comedy";1
"5563";1931;8;NA;6,2;"Animation";1
"5564";1931;8;NA;6,2;"Comedy";1
"5565";1963;119;2500000;7,8;"Drama";1
"5566";1984;120;NA;7,2;"Drama";1
"5567";1944;7;NA;7,1;"Animation";1
"5568";1944;7;NA;7,1;"Comedy";1
"5569";2003;9;2000;9;"Comedy";1
"5570";2004;100;20000000;6;"Drama";1
"5571";2004;100;20000000;6;"Romance";1
"5572";2004;30;NA;8,2;"Action";1
"5573";1915;125;110000;7,1;"Drama";1
"5574";1947;7;NA;6,7;"Animation";1
"5575";1947;7;NA;6,7;"Comedy";1
"5576";1932;20;NA;7,7;"Comedy";1
"5577";2001;93;13000000;6,1;"Comedy";1
"5578";2001;93;13000000;6,1;"Drama";1
"5579";2001;93;13000000;6,1;"Romance";1
"5580";1931;7;NA;6;"Animation";1
"5581";1931;7;NA;6;"Comedy";1
"5582";1968;123;NA;6,1;"Comedy";1
"5583";1968;123;NA;6,1;"Drama";1
"5584";1957;100;NA;5,6;"Drama";1
"5585";2000;18;NA;5,7;"Drama";1
"5586";1987;31;NA;8,2;"Drama";1
"5587";1956;116;NA;8,2;"Drama";1
"5588";1985;133;NA;8,3;"Drama";1
"5589";1991;158;NA;6,5;"Drama";1
"5590";1952;82;NA;3,4;"Drama";1
"5591";1999;93;NA;6,1;"Drama";1
"5592";1980;104;NA;5,8;"Comedy";1
"5593";1940;81;NA;6,9;"Drama";1
"5594";1972;90;NA;5,3;"Drama";1
"5595";1935;85;NA;6,8;"Comedy";1
"5596";1947;109;NA;7,6;"Comedy";1
"5597";1947;109;NA;7,6;"Romance";1
"5598";1944;100;NA;7,8;"Comedy";1
"5599";1940;118;NA;4,8;"Drama";1
"5600";2003;96;NA;5,7;"Comedy";1
"5601";1987;87;NA;5;"Comedy";1
"5602";2000;17;NA;7,6;"Comedy";1
"5603";1997;70;NA;5,5;"Documentary";1
"5604";1995;26;NA;5,8;"Comedy";1
"5605";1995;26;NA;5,8;"Drama";1
"5606";1995;16;NA;4,4;"Comedy";1
"5607";1979;89;NA;2,8;"Drama";1
"5608";1897;1;NA;4,7;"Comedy";1
"5609";1969;102;NA;5,4;"Drama";1
"5610";1985;85;NA;3,3;"Drama";1
"5611";1963;91;NA;4,2;"Drama";1
"5612";1992;138;NA;6,8;"Drama";1
"5613";2003;7;2000;8,8;"Drama";1
"5614";1940;94;NA;6;"Drama";1
"5615";1940;94;NA;6;"Romance";1
"5616";1933;88;NA;7,3;"Drama";1
"5617";2004;8;NA;8,4;"Drama";1
"5618";1986;101;NA;7,9;"Drama";1
"5619";1985;89;NA;6;"Drama";1
"5620";1976;92;NA;3,7;"Drama";1
"5621";2000;82;NA;7,6;"Documentary";1
"5622";1985;358;NA;7,9;"Drama";1
"5623";1981;116;NA;8,7;"Documentary";1
"5624";1991;100;NA;6,3;"Drama";1
"5625";1965;95;NA;4,7;"Comedy";1
"5626";1959;111;NA;9,6;"Drama";1
"5627";1980;105;NA;7,1;"Drama";1
"5628";1968;73;NA;8,1;"Drama";1
"5629";2001;84;NA;7,1;"Comedy";1
"5630";2001;84;NA;7,1;"Drama";1
"5631";2002;30;NA;5,2;"Drama";1
"5632";2005;122;NA;8,4;"Drama";1
"5633";1997;97;NA;2,8;"Drama";1
"5634";1974;81;NA;5,4;"Action";1
"5635";1974;81;NA;5,4;"Drama";1
"5636";1946;81;NA;7,2;"Drama";1
"5637";2003;80;NA;6,5;"Drama";1
"5638";1946;74;NA;5,7;"Drama";1
"5639";1946;74;NA;5,7;"Romance";1
"5640";1971;106;NA;5,4;"Drama";1
"5641";1994;88;NA;6,1;"Drama";1
"5642";1974;87;NA;5,5;"Action";1
