"";"year";"length";"budget";"rating";"Action";"Animation";"Comedy";"Drama";"Documentary";"Romance"
"7796";1991;134;40000000;6,6;0;0;0;1;0;0
"7797";1976;93;NA;6,2;0;0;1;0;0;0
"7798";1957;7;NA;7,6;0;1;1;0;0;0
"7799";1980;92;NA;7,1;1;0;0;1;0;0
"7800";2000;100;NA;6,1;0;0;1;1;0;1
"7801";1933;7;NA;7,1;0;1;1;0;0;0
"7802";1979;94;NA;5,8;0;0;0;0;0;0
"7803";2000;80;NA;7,2;0;0;0;1;1;0
"7804";2003;130;NA;8,4;0;0;0;0;1;0
"7805";1984;110;NA;7,2;0;0;0;1;0;0
"7806";1999;101;NA;6,1;0;0;0;1;0;0
"7807";1990;97;NA;5;0;0;0;0;0;0
"7808";1995;125;NA;7,6;0;0;0;0;0;0
"7809";2000;175;NA;5,6;0;0;0;1;0;1
"7810";1981;99;NA;4,6;0;0;1;0;0;0
"7811";1992;99;NA;6,7;0;0;0;1;0;0
"7812";2000;115;NA;5,5;0;0;0;1;0;1
"7813";1988;108;7000000;7,1;0;0;1;1;0;1
"7814";1960;97;NA;4,9;0;0;1;0;0;0
"7815";1929;90;550000;6,6;0;0;0;0;0;0
"7816";1937;64;NA;5,7;0;0;0;0;0;0
"7817";1937;67;NA;5,7;0;0;0;0;0;0
"7818";1934;83;NA;7,2;0;0;1;0;0;0
"7819";1947;65;NA;4,8;0;0;0;0;0;0
"7820";1938;58;NA;5,5;0;0;0;0;0;0
"7821";1939;56;NA;6,2;0;0;0;0;0;0
"7822";1938;66;NA;5,9;0;0;0;0;0;0
"7823";1937;57;NA;6,2;0;0;0;0;0;0
"7824";1939;56;NA;6,4;0;0;0;0;0;0
"7825";1935;72;NA;5,8;0;0;1;0;0;0
"7826";1938;6;NA;7,1;0;1;1;0;0;0
"7827";1996;98;NA;5;1;0;0;1;0;0
"7828";1998;98;NA;6,6;0;0;0;1;0;0
"7829";2004;89;NA;6,7;0;0;0;1;0;0
"7830";1940;58;NA;4;0;0;0;0;0;0
"7831";1954;90;NA;5,1;0;0;0;1;0;0
"7832";1942;59;NA;5,8;0;0;0;1;0;0
"7833";1955;85;NA;5,4;0;0;0;0;0;0
"7834";1970;89;350000;3,5;1;0;0;1;0;0
"7835";1964;80;NA;6;0;0;0;0;0;0
"7836";2001;14;NA;8,4;0;0;0;0;0;0
"7837";1998;83;NA;6;0;0;0;1;0;0
"7838";1942;8;NA;7,1;0;1;0;0;0;0
"7839";2002;111;NA;6,4;0;0;0;0;0;0
"7840";1988;93;5000000;3,8;1;0;0;1;0;0
"7841";1996;84;NA;5,4;1;0;1;0;0;0
"7842";2003;104;52000000;5,2;1;0;1;0;0;0
"7843";1994;98;20000000;7,4;0;0;1;0;0;1
"7844";1941;50;NA;5,8;0;0;0;1;0;0
"7845";1936;82;NA;6,7;0;0;0;1;0;0
"7846";2000;90;NA;2,7;0;0;0;0;0;0
"7847";1951;124;NA;6,4;0;0;0;1;0;0
"7848";1945;60;NA;5,7;0;0;1;0;0;0
"7849";1986;90;NA;4,5;1;0;0;1;0;0
"7850";1968;113;5500000;7,3;1;0;0;1;0;0
"7851";2000;82;NA;6,1;0;0;0;1;0;0
"7852";1987;93;NA;3,5;0;0;0;0;0;0
"7853";1990;93;NA;3,9;0;0;1;0;0;0
"7854";1983;85;NA;5,5;0;0;1;0;0;0
"7855";1958;80;NA;5;0;0;0;0;0;0
"7856";2001;113;NA;7;0;0;0;1;0;0
"7857";2000;10;NA;6,4;0;1;0;0;0;0
"7858";1953;7;NA;8,2;0;1;1;0;0;0
"7859";1965;6;NA;4,7;0;1;0;0;0;0
"7860";1992;114;NA;7,9;0;0;1;1;0;0
"7861";1998;108;30000000;6,9;0;0;1;1;0;1
"7862";1931;6;NA;5,6;0;1;0;0;0;0
"7863";1988;117;NA;7,1;0;0;1;0;0;0
"7864";1948;3;NA;6,9;0;1;1;0;0;0
"7865";1999;96;NA;6,1;0;0;0;1;0;1
"7866";2003;110;700000;6,5;0;0;0;1;0;0
"7867";1997;97;NA;4,3;0;0;0;0;0;0
"7868";1973;90;NA;2,5;0;0;1;0;0;0
"7869";2002;22;NA;4,6;0;0;0;1;0;1
"7870";1919;23;NA;7,6;0;0;1;0;0;0
"7871";1993;94;NA;3;0;0;0;0;0;0
"7872";1950;67;NA;5,9;0;0;0;0;0;0
"7873";1957;86;NA;6,5;0;0;0;1;0;0
"7874";1933;9;NA;6,7;0;0;0;0;0;0
"7875";1956;98;NA;5,5;0;0;1;0;0;0
"7876";2002;85;NA;6;0;0;0;1;0;0
"7877";2000;70;NA;6,7;0;0;1;0;0;0
"7878";2003;83;NA;9,6;0;0;0;0;1;0
"7879";1936;67;NA;5,4;0;0;1;0;0;0
"7880";1950;7;NA;7,1;0;1;1;0;0;0
"7881";2001;92;NA;5,4;0;0;0;0;0;0
"7882";1998;7;NA;7,2;0;1;1;0;0;0
"7883";2000;88;NA;6,9;0;0;1;1;0;0
"7884";1951;7;NA;7,9;0;1;1;0;0;0
"7885";1965;107;NA;7,1;0;0;0;0;0;0
"7886";1937;7;NA;5,1;0;1;0;0;0;0
"7887";1971;88;NA;4,7;0;0;1;0;0;0
"7888";1968;6;NA;6,3;0;1;1;0;0;0
"7889";1995;100;NA;7,4;0;0;0;0;0;0
"7890";1952;101;NA;3,1;0;0;0;0;0;0
"7891";1949;100;NA;6,6;0;0;0;1;0;0
"7892";1989;100;NA;5,4;0;0;0;0;0;0
"7893";1968;108;NA;6,4;0;0;1;0;0;0
"7894";1979;110;NA;6,7;0;0;0;0;0;0
"7895";1952;78;NA;5,1;0;0;1;0;0;0
"7896";2003;106;NA;7,1;0;0;0;1;0;0
"7897";1966;180;1200000;8,8;1;0;0;1;0;0
"7898";2003;109;NA;6,8;0;0;1;0;0;0
"7899";1975;89;NA;3,7;0;0;0;0;0;0
"7900";1970;104;NA;6;0;0;1;1;0;0
"7901";1996;92;NA;7,1;0;1;0;1;0;0
"7902";1994;90;NA;3,4;0;0;0;0;0;0
"7903";1987;113;NA;4,3;0;0;1;0;0;0
"7904";1982;95;NA;7,7;0;0;0;0;1;0
"7905";1998;102;NA;7,5;0;0;0;1;0;0
"7906";1933;73;NA;6,5;0;0;1;1;0;0
"7907";1987;103;NA;4,3;0;0;1;0;0;0
"7908";1912;15;NA;5,3;0;0;0;1;0;0
"7909";1957;90;90000;7;0;0;0;1;0;0
"7910";1936;120;NA;7,8;0;0;0;1;0;0
"7911";2002;94;1500000;6,5;0;0;0;0;0;0
"7912";1939;62;NA;4,5;0;0;0;1;0;0
"7913";1935;19;NA;6,4;0;0;0;0;0;0
"7914";1992;94;NA;5,4;0;0;1;1;0;0
"7915";2000;108;NA;6,2;1;0;1;1;0;0
"7916";1985;140;NA;5,8;0;0;0;0;0;0
"7917";1971;91;NA;5,9;0;0;0;0;0;0
"7918";2003;9;NA;7,3;0;0;1;0;0;0
"7919";1999;109;NA;5,4;0;0;0;1;0;0
"7920";1977;129;NA;6,5;0;0;0;1;0;0
"7921";1915;37;NA;6,7;0;0;0;0;0;0
"7922";1916;67;NA;6,6;0;0;1;0;0;0
"7923";1941;72;NA;6,3;0;0;0;1;0;0
"7924";1998;97;NA;3,3;0;0;0;0;0;0
"7925";2002;10;NA;7,4;0;0;0;0;0;0
"7926";1939;70;NA;4,5;0;0;0;1;0;0
"7927";1996;27;NA;7,3;0;0;0;1;0;0
"7928";1999;97;NA;6;0;0;0;0;0;0
"7929";1990;86;NA;3,4;0;0;0;0;0;0
"7930";1981;88;NA;3,4;0;0;0;0;0;0
"7931";2003;95;NA;3,1;0;0;1;1;0;1
"7932";2001;11;NA;5,7;0;0;0;1;0;0
"7933";1956;94;NA;5,5;0;0;0;0;0;1
"7934";1994;105;NA;7,3;0;0;1;0;0;0
"7935";2002;75;NA;4,2;0;0;0;0;1;0
"7936";1992;99;NA;4,1;0;0;0;0;0;0
"7937";1999;20;NA;4,6;0;0;1;0;0;0
"7938";1981;85;NA;2,9;1;0;0;0;0;0
"7939";1993;104;NA;5,9;0;0;0;0;0;0
"7940";1988;106;NA;6,2;0;0;0;1;0;0
"7941";1990;57;NA;7,7;0;0;0;0;1;0
"7942";1980;142;NA;4,4;1;0;0;0;0;0
"7943";2002;89;NA;8,5;0;0;0;0;1;0
"7944";1981;101;NA;5,4;0;0;0;1;0;0
"7945";2001;20;NA;9,3;0;0;1;1;0;0
"7946";1968;30;NA;6,2;0;0;0;0;0;0
"7947";1981;89;1500000;4,7;0;0;0;0;0;0
"7948";1997;81;NA;6,7;0;0;0;0;0;0
"7949";1976;116;NA;5,4;0;0;0;0;0;0
"7950";1995;85;NA;6,1;0;0;1;1;0;0
"7951";1986;12;NA;3,1;0;0;0;0;0;0
"7952";1985;86;NA;7,6;0;0;0;0;1;0
"7953";1947;68;NA;6,8;0;0;0;0;0;0
"7954";1972;84;NA;4,9;1;0;0;1;0;0
"7955";1998;90;NA;7,3;0;0;0;0;0;0
"7956";1998;102;NA;2,3;0;0;0;0;0;0
"7957";2003;19;5000;9,4;0;0;1;0;0;0
"7958";1971;109;NA;4,5;0;0;0;1;0;0
"7959";1999;87;NA;6,4;0;0;0;0;1;0
"7960";1965;93;NA;6;0;0;0;1;0;0
"7961";1956;96;NA;6,9;0;0;1;1;0;1
"7962";2003;8;NA;6;0;0;0;0;0;0
"7963";1999;23;NA;2;0;0;0;0;0;0
"7964";1965;62;NA;4,6;0;0;0;0;1;0
"7965";2000;22;NA;6,7;0;0;0;0;0;0
"7966";1947;80;NA;6,2;0;0;0;0;0;0
"7967";1983;91;NA;4,7;0;0;0;1;0;0
"7968";1979;97;NA;6,5;0;0;0;0;0;0
"7969";1947;60;NA;5,8;0;0;0;0;0;0
"7970";1990;68;NA;5,6;0;0;0;0;0;0
"7971";2004;80;NA;6,8;0;0;0;0;1;0
"7972";1969;100;NA;5,5;0;0;0;1;0;0
"7973";1919;50;NA;6,9;0;0;0;1;0;0
"7974";1981;104;NA;5,4;1;0;0;1;0;0
"7975";2004;15;10000;8,3;0;0;0;0;0;0
"7976";1952;70;NA;4,8;0;0;0;0;0;0
"7977";1950;7;NA;5,9;0;1;1;0;0;0
"7978";1994;98;NA;5,2;0;0;1;0;0;0
"7979";2002;103;200000;7,3;0;0;0;1;0;0
"7980";2001;84;NA;6,4;0;0;0;1;0;0
"7981";2000;14;NA;7;0;0;0;1;0;0
"7982";1940;83;NA;6,4;0;0;1;1;0;0
"7983";2003;31;10000;5,2;0;0;1;0;0;0
"7984";1961;79;NA;6,4;0;0;1;0;0;0
"7985";1963;90;NA;5;0;0;1;0;0;0
"7986";1942;58;NA;5,8;0;0;0;1;0;0
"7987";2000;28;NA;5,2;0;0;1;1;0;0
"7988";1989;80;NA;5;0;0;1;0;0;0
"7989";1996;93;NA;3;0;0;1;0;0;0
"7990";1986;93;NA;3,8;0;0;0;1;0;0
"7991";1988;102;NA;5,3;0;0;1;0;0;0
"7992";1965;55;NA;7,7;0;0;0;0;1;0
"7993";1957;91;NA;5,1;0;0;1;1;0;0
"7994";1974;100;NA;5,7;0;0;0;1;0;0
"7995";1991;104;NA;4,5;0;0;0;0;0;0
"7996";1984;91;NA;7,5;0;0;0;0;0;0
"7997";1981;94;NA;5,6;0;0;1;0;0;0
"7998";1974;92;NA;5,3;0;0;0;1;0;0
"7999";2004;57;100000;9,4;0;0;0;0;1;0
"8000";1940;7;NA;7,6;0;1;1;0;0;0
"8001";1931;7;NA;6,6;0;1;1;0;0;0
"8002";1933;19;NA;7,5;0;0;1;0;0;0
"8003";1967;101;NA;6,1;0;0;1;0;0;0
"8004";1944;17;NA;7,2;0;0;1;0;0;0
"8005";1956;6;NA;5,9;0;1;1;0;0;0
"8006";1914;6;NA;5,5;0;0;1;0;0;0
"8007";1999;85;1200000;6,2;0;0;1;1;0;1
"8008";1959;111;NA;6,3;0;0;1;0;0;1
"8009";1999;118;NA;4,9;0;0;0;0;0;0
"8010";1961;77;NA;7,8;0;0;1;1;0;0
"8011";1996;101;NA;5,2;0;0;1;0;0;0
"8012";1969;110;NA;8,2;0;0;0;0;0;0
"8013";1979;115;NA;5,2;0;0;0;0;0;0
"8014";1917;30;NA;6,8;0;0;1;0;0;0
"8015";1997;109;NA;7;0;0;1;1;0;0
"8016";1991;98;NA;5,2;0;0;1;0;0;1
"8017";1976;94;NA;7,3;0;0;0;1;0;0
"8018";1994;85;NA;5,6;0;0;0;0;0;0
"8019";1998;101;NA;2,9;1;0;0;0;0;0
"8020";1995;94;NA;6,8;0;0;0;1;0;0
"8021";1990;93;NA;6;0;0;0;0;0;1
"8022";1970;95;NA;2,8;0;0;0;1;0;0
"8023";1975;112;NA;5,2;0;0;0;1;0;0
"8024";1972;109;NA;6,7;0;0;1;1;0;1
"8025";1982;109;NA;4,1;0;0;0;1;0;0
"8026";1976;85;NA;8,1;0;1;0;0;0;0
"8027";2004;120;13000000;7,6;0;0;0;1;0;0
"8028";1995;88;NA;6;0;0;0;1;0;0
"8029";2001;90;NA;5,2;0;0;0;1;0;0
"8030";1990;90;NA;4,5;0;0;0;0;0;0
"8031";1997;97;NA;7,1;0;0;0;1;0;0
"8032";1989;98;NA;4;0;0;1;0;0;0
"8033";2000;34;NA;7,8;0;0;0;0;1;0
"8034";1995;3;NA;5,5;0;1;1;0;0;0
"8035";1996;7;NA;8,5;0;1;0;0;0;0
"8036";1904;4;NA;6;0;0;0;1;0;0
"8037";1926;1;NA;4;0;0;0;0;0;0
"8038";1997;151;NA;8,2;0;0;0;0;0;0
"8039";2002;88;NA;5,6;0;0;1;0;0;0
"8040";1998;87;NA;5,9;0;0;0;1;0;0
"8041";2000;1;NA;6,1;0;1;0;0;0;0
"8042";1933;20;NA;7,8;0;0;1;0;0;0
"8043";1996;80;NA;6,8;0;0;0;1;0;0
"8044";1952;85;NA;5;0;0;0;0;0;0
"8045";1933;75;NA;4,9;0;0;1;0;0;0
"8046";2000;13;NA;4,5;0;0;0;0;0;0
"8047";1982;92;NA;4,8;0;0;0;1;0;0
"8048";2001;98;NA;5,5;0;0;0;1;0;0
"8049";1961;115;NA;4,8;0;0;0;1;0;0
"8050";1954;8;NA;6,4;0;1;1;0;0;0
"8051";1934;82;NA;5,4;0;0;1;0;0;0
"8052";1953;101;NA;6,5;0;0;0;0;0;1
"8053";1915;16;NA;6,1;0;0;1;0;0;0
"8054";1982;51;NA;8;0;0;1;0;0;0
"8055";1991;91;NA;5,8;0;0;0;1;0;0
"8056";1956;103;NA;5,8;0;0;0;0;0;1
"8057";1968;83;NA;9,5;0;0;0;1;0;0
"8058";1999;86;NA;6,2;0;0;0;0;1;0
"8059";1988;85;NA;2,3;0;0;0;1;0;0
"8060";1963;112;NA;6,5;0;0;1;0;0;0
"8061";1999;97;NA;6,1;0;0;1;1;0;0
"8062";1989;117;NA;6,8;0;0;0;1;0;1
"8063";1979;110;NA;7,5;0;0;0;1;0;0
"8064";1968;109;NA;5,5;0;0;1;0;0;0
"8065";1995;106;NA;5,8;0;0;1;0;0;0
"8066";1968;102;NA;7,6;0;0;1;0;0;0
"8067";1949;7;NA;7,6;0;1;1;0;0;0
"8068";1995;105;NA;7,8;0;0;0;1;0;0
"8069";1997;80;NA;8,6;0;0;0;0;0;0
"8070";1998;92;NA;6;0;0;0;1;0;0
"8071";2003;15;NA;7,6;0;0;0;1;0;0
"8072";1981;96;NA;6,4;0;0;0;1;0;0
"8073";1997;80;NA;1,8;0;0;1;0;0;0
"8074";1968;13;NA;7,5;0;1;0;0;0;0
"8075";2000;11;NA;6,7;0;1;0;0;0;0
"8076";1990;98;NA;4,2;0;0;1;0;0;0
"8077";2000;108;NA;5,1;0;0;1;0;0;0
"8078";1968;158;5000000;8,7;0;0;0;1;0;0
"8079";1979;98;NA;4,2;1;0;0;0;0;0
"8080";1967;105;NA;5,8;0;0;1;0;0;1
"8081";1974;124;NA;7,7;0;0;1;0;0;0
"8082";1975;94;NA;4,9;0;0;1;0;0;0
"8083";1944;4;NA;6,1;0;1;0;0;0;0
"8084";2001;113;NA;7,2;0;0;0;1;0;0
"8085";2002;99;NA;6,4;0;0;1;0;0;0
"8086";1997;6;NA;9,6;0;0;0;1;0;0
"8087";1999;90;NA;4,4;0;0;1;0;0;0
"8088";2004;90;NA;4,5;0;0;1;0;0;0
"8089";1980;105;NA;4,5;0;0;0;0;0;0
"8090";1999;115;NA;7,2;0;0;0;1;0;0
"8091";1967;84;NA;5,5;0;0;1;0;0;0
"8092";2004;108;NA;6;0;0;1;0;0;0
"8093";1949;75;NA;6,6;0;0;0;1;0;0
"8094";1978;85;NA;3,7;0;0;1;0;0;0
"8095";1970;90;NA;3,7;0;0;1;1;0;0
"8096";1979;89;NA;4;0;0;1;0;0;0
"8097";1984;96;1250000;4,3;0;0;0;0;0;0
"8098";1989;84;NA;2,2;0;0;1;0;0;0
"8099";1956;146;NA;6,4;1;0;0;0;0;0
"8100";1987;155;NA;6,4;0;0;1;0;0;0
"8101";1981;96;NA;3,5;0;0;1;0;0;0
"8102";1996;4;NA;8,4;0;0;1;0;0;1
"8103";1993;89;NA;5,4;0;0;1;0;0;0
"8104";1993;93;NA;3,9;1;0;0;0;0;0
"8105";1994;90;NA;3,6;1;0;0;0;0;0
"8106";2001;91;7000000;6,4;0;0;1;1;0;0
"8107";2004;100;NA;5,5;0;0;0;1;0;0
"8108";2002;120;NA;7;0;0;0;1;0;1
"8109";1934;10;NA;6,8;0;0;0;0;0;0
"8110";1935;8;NA;7,3;0;0;0;0;0;0
"8111";1931;17;NA;6,5;0;0;1;0;0;0
"8112";2002;122;NA;6,1;0;0;1;1;0;1
"8113";1952;6;NA;6,5;0;1;1;0;0;0
"8114";1954;100;NA;6,4;0;0;1;0;0;0
"8115";1973;105;NA;6,5;0;0;1;0;0;0
"8116";1995;122;NA;7,8;0;0;0;1;0;0
"8117";1972;124;6000000;7,8;0;0;0;1;0;0
"8118";1980;75;NA;5,3;0;0;0;1;0;0
"8119";2000;3;NA;7,9;0;1;0;0;0;0
"8120";1991;111;NA;7;1;0;0;0;0;0
"8121";2001;93;NA;6,3;0;0;0;1;0;0
"8122";1963;88;NA;3,8;0;0;0;0;0;0
"8123";1970;94;NA;3,8;0;0;0;1;0;0
"8124";1994;80;NA;4,4;0;0;1;0;0;0
"8125";2002;93;1500000;5,1;0;0;0;0;0;0
"8126";1932;78;NA;6,4;0;0;0;1;0;0
"8127";1943;98;662141;7,3;0;0;0;0;0;0
"8128";1973;14;NA;9,4;0;0;0;0;0;0
"8129";1962;106;NA;4,9;0;0;0;0;0;0
"8130";1991;111;NA;4;0;0;0;1;0;0
"8131";1984;14;NA;7,6;0;1;0;0;0;0
"8132";1914;162;210000;7,6;0;0;0;1;0;0
"8133";1996;96;47000000;5,5;0;0;1;1;0;0
"8134";1980;87;NA;4,6;1;0;0;0;0;0
"8135";1996;92;NA;4,9;0;0;0;0;0;0
"8136";1985;119;NA;7,9;0;0;0;0;1;0
"8137";2004;107;NA;7,2;0;0;0;1;0;0
"8138";1991;80;NA;8,6;0;0;1;0;0;0
"8139";1966;103;NA;6,1;0;0;1;0;0;0
"8140";1991;100;NA;4,9;1;0;0;0;0;0
"8141";1947;80;NA;6,6;1;0;0;1;0;0
"8142";1979;92;NA;3,9;0;0;0;0;0;0
"8143";1980;85;NA;3,1;0;0;0;0;0;0
"8144";1982;92;NA;3,5;0;0;1;0;0;0
"8145";1998;30;NA;3,8;0;0;0;0;0;0
"8146";1994;90;NA;6,8;0;0;0;0;0;0
"8147";1998;91;NA;6,2;0;0;1;1;0;0
"8148";2004;127;950000;6,6;0;0;1;0;0;0
"8149";1995;95;NA;5,6;0;0;0;1;0;0
"8150";1997;10;NA;1,4;0;0;1;0;0;0
"8151";2004;100;NA;7,4;0;0;1;1;0;0
"8152";2002;8;NA;9,2;0;0;0;1;0;0
"8153";1973;110;NA;7;0;0;0;1;0;0
"8154";1975;105;NA;4,4;0;0;0;1;0;0
"8155";1986;93;NA;5,8;0;0;0;0;0;0
"8156";1969;103;NA;6,8;0;0;1;0;0;0
"8157";1930;7;NA;6,3;0;1;1;0;0;0
"8158";2000;92;NA;5,2;0;0;0;0;0;0
"8159";1942;17;NA;7,5;0;0;1;0;0;0
"8160";1995;6;NA;7,4;0;1;1;0;0;0
"8161";1971;90;NA;5,6;0;0;1;1;0;0
"8162";1976;120;NA;7,7;0;0;0;0;0;0
"8163";2000;21;NA;2,8;0;0;0;0;0;0
"8164";1976;100;NA;5,3;0;0;0;1;0;1
"8165";1989;104;NA;4,5;0;0;0;0;0;0
"8166";1953;95;NA;5,9;0;0;1;0;0;0
"8167";1980;98;6000000;7,1;0;0;1;0;0;0
"8168";1988;98;NA;3,5;0;0;1;0;0;0
"8169";1982;100;NA;6,2;0;0;1;0;0;0
"8170";1979;95;NA;7,5;1;0;0;1;0;0
"8171";1990;97;NA;6,1;0;0;0;1;0;0
"8172";1943;15;NA;1;0;0;0;0;0;0
"8173";1954;105;NA;5,2;0;0;1;0;0;0
"8174";1997;93;NA;8;0;0;0;1;0;0
"8175";1993;96;NA;5,3;0;0;0;1;0;0
"8176";1990;97;NA;5,3;0;0;1;0;0;0
"8177";1996;100;NA;5,3;0;0;0;0;0;0
"8178";1981;103;NA;4,6;0;0;0;1;0;0
"8179";1969;150;NA;7,3;0;0;0;1;0;0
"8180";1945;123;NA;6,3;0;0;1;1;0;0
"8181";2000;67;NA;7;0;0;0;0;1;0
"8182";1962;100;NA;8,4;0;0;0;1;0;0
"8183";1990;88;NA;5,9;0;0;1;0;0;0
"8184";1937;83;NA;6,3;0;0;0;1;0;1
"8185";1962;95;NA;4,3;0;0;1;0;0;0
"8186";1939;83;NA;6,7;0;0;1;0;0;1
"8187";1995;104;3500000;5,7;0;0;0;1;0;0
"8188";2003;90;NA;8;0;0;1;1;0;0
"8189";2003;24;2000;7,7;0;0;1;0;0;0
"8190";1994;106;NA;3,1;1;0;0;1;0;0
"8191";1985;87;NA;4,4;0;0;1;0;0;0
"8192";1980;91;NA;5,3;0;0;1;0;0;0
"8193";1978;96;NA;7,2;0;0;1;0;0;0
"8194";1945;89;NA;6,3;0;0;0;0;0;0
"8195";1960;70;NA;5,4;0;0;0;1;0;0
"8196";1950;83;NA;4,9;0;0;0;1;0;0
"8197";1975;100;NA;5,8;0;0;0;1;0;0
"8198";2002;101;NA;6,2;0;0;0;1;0;0
"8199";1950;96;NA;7,8;0;0;0;1;0;0
"8200";1992;87;NA;5,2;1;0;0;1;0;0
"8201";1992;100;NA;4,3;1;0;0;0;0;0
"8202";1983;89;NA;3,2;0;0;0;0;0;0
"8203";1989;86;NA;3,1;1;0;0;0;0;0
"8204";1995;94;NA;3,7;0;0;0;1;0;0
"8205";1974;83;180000;4,9;1;0;0;1;0;0
"8206";1995;85;NA;2,9;1;0;0;0;0;0
"8207";1994;72;NA;2,6;1;0;0;0;0;0
"8208";1996;82;NA;3,8;0;0;0;0;0;0
"8209";1941;8;NA;6,8;0;1;1;0;0;0
"8210";1974;103;NA;7,3;0;0;0;1;0;0
"8211";1973;103;NA;5,9;0;0;0;0;0;0
"8212";2000;108;NA;4,9;0;0;0;1;0;0
"8213";1991;47;NA;4,3;1;0;1;0;0;1
"8214";1894;1;NA;5,8;0;0;0;0;0;0
"8215";1967;95;NA;8,7;0;0;1;1;0;0
"8216";1936;90;NA;5,4;0;0;1;0;0;1
"8217";1971;87;NA;4,3;1;0;0;0;0;0
"8218";1954;125;NA;7,9;0;0;0;1;0;0
"8219";1993;102;NA;4,5;0;0;0;0;0;0
"8220";1998;83;NA;5,1;0;0;1;0;0;0
"8221";1942;101;NA;6;0;0;1;0;0;1
"8222";1963;91;NA;4,9;0;0;0;0;0;0
"8223";1950;83;NA;5,9;0;0;0;1;0;0
"8224";1994;93;NA;6,3;0;0;1;0;0;0
"8225";2002;112;NA;7,1;1;0;0;1;0;0
"8226";2002;78;NA;7,1;0;0;0;1;0;0
"8227";1984;102;NA;6,6;0;0;0;1;0;1
"8228";1949;101;NA;7,7;0;0;1;0;0;0
"8229";1956;96;NA;7,3;0;0;1;0;0;0
"8230";1985;80;NA;7,8;0;0;1;0;0;0
"8231";1908;12;NA;4,6;0;0;1;0;0;0
"8232";1953;101;NA;6,9;0;0;1;0;0;1
"8233";1949;85;NA;4,7;0;0;0;0;0;0
"8234";1931;63;NA;7,3;0;0;1;0;0;0
"8235";2004;89;NA;5,4;0;0;1;0;0;0
"8236";1947;83;NA;6,4;0;0;0;1;0;0
"8237";1969;105;NA;5,9;0;0;0;0;1;0
"8238";1977;88;NA;3,7;0;0;1;0;0;0
"8239";1971;110;NA;3,7;0;0;1;0;0;0
"8240";1969;94;NA;4,2;0;0;1;0;0;0
"8241";1993;74;NA;7,4;0;0;1;1;0;0
"8242";1947;60;NA;6,2;0;0;0;0;0;0
"8243";1993;90;13000000;4,7;0;0;1;1;0;0
"8244";2003;108;NA;7,1;0;0;1;1;0;0
"8245";1948;79;NA;6,1;0;0;0;1;0;0
"8246";1948;18;NA;5,7;0;0;0;0;0;0
"8247";1969;128;NA;6,5;0;0;0;0;0;0
"8248";1935;8;NA;5,7;0;1;0;0;0;0
"8249";1970;112;NA;6,3;0;0;0;1;0;0
"8250";1946;97;NA;6,4;0;0;0;0;0;0
"8251";1963;86;NA;5,1;0;0;0;0;0;0
"8252";1977;98;NA;6,5;0;0;0;0;0;0
"8253";1996;5;NA;6,9;0;0;0;1;0;0
"8254";1991;90;350000;4,9;0;0;1;0;0;0
"8255";1952;78;NA;4,7;0;0;0;0;0;0
"8256";1979;92;NA;4,8;0;0;1;1;0;1
"8257";1995;87;NA;5,3;0;0;1;0;0;0
"8258";1992;89;NA;3,4;0;0;1;0;0;0
"8259";1936;56;NA;5,3;0;0;0;0;0;0
"8260";1950;90;NA;6,3;0;0;0;0;0;0
"8261";1975;60;NA;7,1;0;0;0;0;1;0
"8262";1974;108;NA;6,6;0;0;1;1;0;0
"8263";1937;67;NA;4;1;0;0;0;0;0
"8264";1978;103;NA;6;0;0;1;1;0;0
"8265";1997;20;NA;6,7;0;0;1;0;0;0
"8266";1989;102;NA;6,4;0;0;0;0;0;0
"8267";1945;8;NA;7,3;0;1;0;0;0;0
"8268";1981;125;NA;4;0;0;0;1;0;0
"8269";1996;51;NA;1,5;0;0;0;1;0;0
"8270";1982;111;NA;2,1;1;0;0;0;0;0
"8271";1995;83;NA;2,9;0;0;0;1;0;0
"8272";1932;89;489652;6,9;0;0;0;1;0;0
"8273";2001;31;NA;4,4;0;0;0;0;0;0
"8274";1937;90;NA;6,2;0;0;1;0;0;0
"8275";1988;93;NA;4,9;0;0;0;1;0;0
"8276";1963;102;NA;4,9;0;0;1;0;0;0
"8277";1997;3;NA;4,5;0;0;0;0;0;0
"8278";1953;114;NA;7;0;0;0;0;0;0
"8279";1951;96;NA;5,6;0;0;0;0;0;0
"8280";1948;111;NA;7,3;0;0;0;1;0;0
"8281";1942;68;NA;5,3;0;0;1;0;0;0
"8282";1942;71;NA;5,8;0;0;0;0;0;0
"8283";1927;17;NA;6,2;0;0;1;0;0;0
"8284";1930;100;NA;6,8;0;0;0;0;0;0
"8285";1949;56;NA;5;0;0;0;0;0;0
"8286";1936;63;NA;6,9;0;0;0;0;0;0
"8287";1944;56;NA;6,4;0;0;0;0;0;0
"8288";1935;212;NA;4,6;0;0;0;0;0;0
"8289";1972;100;NA;5,6;0;0;0;0;0;0
"8290";2002;8;NA;8,1;0;1;1;0;0;0
"8291";1908;16;NA;3,3;1;0;0;0;0;0
"8292";1935;81;NA;6,6;1;0;0;0;0;0
"8293";1938;70;NA;5,3;0;0;0;0;0;0
"8294";1974;106;NA;6,2;0;0;0;0;0;0
"8295";2002;111;NA;7,1;0;0;0;1;0;0
